date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:55:01	2737/2737	---M-Z	200	added ('OK')	text/xml	date:Tue,%2010%20Nov%202020%2021:55:01%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fhow-to-take-the-perfect-selfie-according-to-a-celebrity%2F&format=xml	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embede95f	(from https://baloo.az-theme.net/how-to-take-the-perfect-selfie-according-to-a-celebrity/)
04:55:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:01%20GMT	https://baloo.az-theme.net/?p=32	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index6c46.html	(from https://baloo.az-theme.net/how-to-take-the-perfect-selfie-according-to-a-celebrity/)
04:55:02	179587/179587	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202020%2021:53:33%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/jannis-brandt-256862-unsplash1-1200x700.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/jannis-brandt-256862-unsplash1-1200x700.jpg	(from https://baloo.az-theme.net/how-to-take-the-perfect-selfie-according-to-a-celebrity/)
04:55:02	46298/46298	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/iryna-ogarkova-447661-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/iryna-ogarkova-447661-unsplash-570x524.jpg	(from https://baloo.az-theme.net/how-to-take-the-perfect-selfie-according-to-a-celebrity/)
04:55:03	41051/41051	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/brooke-lark-158017-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/brooke-lark-158017-unsplash-570x524.jpg	(from https://baloo.az-theme.net/how-to-take-the-perfect-selfie-according-to-a-celebrity/)
04:55:04	2551/2551	---M-Z	200	added ('OK')	application/json	date:Tue,%2010%20Nov%202020%2021:55:04%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fwhat-to-make-for-dinner-every-night-this-month%2F	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embed787e.json	(from https://baloo.az-theme.net/what-to-make-for-dinner-every-night-this-month/)
04:55:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:05%20GMT	https://baloo.az-theme.net/?p=33	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/indexdd23.html	(from https://baloo.az-theme.net/what-to-make-for-dinner-every-night-this-month/)
04:55:06	2686/2686	---M-Z	200	added ('OK')	text/xml	date:Tue,%2010%20Nov%202020%2021:55:05%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fwhat-to-make-for-dinner-every-night-this-month%2F&format=xml	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embedcd0a	(from https://baloo.az-theme.net/what-to-make-for-dinner-every-night-this-month/)
04:55:06	882/882	---M--	200	added ('OK')	application/rss+xml	etag:%22e379c8f38fe0fba72238d6e761645e89%22	https://baloo.az-theme.net/what-to-make-for-dinner-every-night-this-month/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/what-to-make-for-dinner-every-night-this-month/feed/index.html	(from https://baloo.az-theme.net/what-to-make-for-dinner-every-night-this-month/)
04:55:06	90241/90241	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202020%2021:53:34%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/brooke-lark-158017-unsplash-1200x700.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/brooke-lark-158017-unsplash-1200x700.jpg	(from https://baloo.az-theme.net/what-to-make-for-dinner-every-night-this-month/)
04:55:07	2645/2645	---M-Z	200	added ('OK')	application/json	date:Tue,%2010%20Nov%202020%2021:55:07%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fself-healing-material-that-can-carry-current-may-advance-robotics%2F	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embedcccc.json	(from https://baloo.az-theme.net/self-healing-material-that-can-carry-current-may-advance-robotics/)
04:55:08	2780/2780	---M-Z	200	added ('OK')	text/xml	date:Tue,%2010%20Nov%202020%2021:55:08%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fself-healing-material-that-can-carry-current-may-advance-robotics%2F&format=xml	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embed63df	(from https://baloo.az-theme.net/self-healing-material-that-can-carry-current-may-advance-robotics/)
04:55:10	119567/119567	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202020%2021:53:35%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/brooke-lark-96398-unsplash-1200x700.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/brooke-lark-96398-unsplash-1200x700.jpg	(from https://baloo.az-theme.net/self-healing-material-that-can-carry-current-may-advance-robotics/)
04:55:10	939/939	---M--	200	added ('OK')	application/rss+xml	etag:%22509e0a391a95e2ed72a9aa549391c9db%22	https://baloo.az-theme.net/self-healing-material-that-can-carry-current-may-advance-robotics/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/self-healing-material-that-can-carry-current-may-advance-robotics/feed/index.html	(from https://baloo.az-theme.net/self-healing-material-that-can-carry-current-may-advance-robotics/)
04:55:11	706/706	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:10%20GMT	http://baloo.az-theme.net/robots.txt		(from https://baloo.az-theme.net/)
04:55:16	100588/100588	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:11%20GMT	https://baloo.az-theme.net/?layout_boxed=yes%26type_boxed=color	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/indexd419.html	(from http://baloo.az-theme.net/?layout_boxed=yes&type_boxed=color)
04:55:16	100588/100588	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:11%20GMT	https://baloo.az-theme.net/?layout_boxed=yes%26type_boxed=image	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index8f25.html	(from http://baloo.az-theme.net/?layout_boxed=yes&type_boxed=image)
04:55:16	101320/101320	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:12%20GMT	https://baloo.az-theme.net/?layout=mix%26sidebar=no%26limit=8	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index5bdd.html	(from http://baloo.az-theme.net/?layout=mix&sidebar=no&limit=8)
04:55:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:09%20GMT	https://baloo.az-theme.net/?p=8	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index2df4.html	(from https://baloo.az-theme.net/self-healing-material-that-can-carry-current-may-advance-robotics/)
04:55:21	101323/101323	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:17%20GMT	https://baloo.az-theme.net/?layout=mix%26sidebar=yes%26limit=6	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index570c.html	(from http://baloo.az-theme.net/?layout=mix&sidebar=yes&limit=6)
04:55:22	101326/101326	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:17%20GMT	https://baloo.az-theme.net/?layout=list%26sidebar=yes%26limit=6	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index136f.html	(from http://baloo.az-theme.net/?layout=list&sidebar=yes&limit=6)
04:55:22	101323/101323	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:17%20GMT	https://baloo.az-theme.net/?layout=list%26sidebar=no%26limit=9	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/indexd1be.html	(from http://baloo.az-theme.net/?layout=list&sidebar=no&limit=9)
04:55:27	101335/101335	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:22%20GMT	https://baloo.az-theme.net/?layout=masonry%26sidebar=yes%26limit=9	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/indexa199.html	(from http://baloo.az-theme.net/?layout=masonry&sidebar=yes&limit=9)
04:55:27	101341/101341	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:22%20GMT	https://baloo.az-theme.net/?layout=3cols_grid%26sidebar=no%26limit=9	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/indexa246.html	(from http://baloo.az-theme.net/?layout=3cols_grid&sidebar=no&limit=9)
04:55:27	101344/101344	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:23%20GMT	https://baloo.az-theme.net/?layout=3cols_grid%26sidebar=yes%26limit=9	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index8a84.html	(from http://baloo.az-theme.net/?layout=3cols_grid&sidebar=yes&limit=9)
04:55:27	101344/101344	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2021:55:23%20GMT	https://baloo.az-theme.net/?layout=2cols_grid%26sidebar=yes%26limit=9	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/indexf9d2.html	(from http://baloo.az-theme.net/?layout=2cols_grid&sidebar=yes&limit=9)
04:55:27	2557/2557	---M-Z	200	added ('OK')	application/json	date:Tue,%2010%20Nov%202020%2021:55:27%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fegyptair-flight-crashes-with-66-people-on-board-3%2F	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embedd46f.json	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:29	2692/2692	---M-Z	200	added ('OK')	text/xml	date:Tue,%2010%20Nov%202020%2021:55:28%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fegyptair-flight-crashes-with-66-people-on-board-3%2F&format=xml	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embed1d99	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:28%20GMT	https://baloo.az-theme.net/?p=59	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index1098.html	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:29	889/889	---M--	200	added ('OK')	application/rss+xml	etag:%2238c1a086ce07a26187e2127224ac9200%22	https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/feed/index.html	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:29	48217/48217	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202020%2021:53:51%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/galina-n-200668-unsplash-1200x700.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/galina-n-200668-unsplash-1200x700.jpg	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:31	106990/106990	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/jonathan-borba-1500705-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/jonathan-borba-1500705-unsplash-570x524.jpg	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:31	41027/41027	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/paige-cody-1276949-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/paige-cody-1276949-unsplash-570x524.jpg	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:32	53345/53345	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/ishan-seefromthesky-1113275-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/ishan-seefromthesky-1113275-unsplash-570x524.jpg	(from https://baloo.az-theme.net/egyptair-flight-crashes-with-66-people-on-board-3/)
04:55:33	2670/2670	---M-Z	200	added ('OK')	application/json	date:Tue,%2010%20Nov%202020%2021:55:33%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fhere-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200%2F	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embed399d.json	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:35	2805/2805	---M-Z	200	added ('OK')	text/xml	date:Tue,%2010%20Nov%202020%2021:55:34%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fhere-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200%2F&format=xml	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embeded30	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:35	946/946	---M--	200	added ('OK')	application/rss+xml	etag:%22c7eff12d394a30683ae5b224d2961128%22	https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/feed/index.html	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:34%20GMT	https://baloo.az-theme.net/?p=84	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index735a.html	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:36	141323/141323	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202020%2021:53:53%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/boxed-water-is-better-1463992-unsplash-1200x700.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/boxed-water-is-better-1463992-unsplash-1200x700.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:38	706/706	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:36%20GMT	http://baloo.az-theme.net/wp-content/uploads/2019/05/caleb-hanson-1157387-unsplash-683x1024.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/caleb-hanson-1157387-unsplash-683x1024.68.delayed	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:39	111787/111787	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/caleb-hanson-1157387-unsplash-683x1024.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/caleb-hanson-1157387-unsplash-683x1024.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:40	706/706	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:39%20GMT	http://baloo.az-theme.net/wp-content/uploads/2019/05/ryan-moreno-1289594-unsplash-768x1024.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/ryan-moreno-1289594-unsplash-768x1024.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:41	98144/98144	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/ryan-moreno-1289594-unsplash-768x1024.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/ryan-moreno-1289594-unsplash-768x1024.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:42	706/706	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:41%20GMT	http://baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1228069-unsplash-683x1024.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1228069-unsplash-683x1024.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:43	98975/98975	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1228069-unsplash-683x1024.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1228069-unsplash-683x1024.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:43	59639/59639	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1213972-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1213972-unsplash-570x524.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:44	57718/57718	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/ali-pazani-1524042-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/ali-pazani-1524042-unsplash-570x524.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:45	45656/45656	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/igor-son-285029-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/igor-son-285029-unsplash-570x524.jpg	(from https://baloo.az-theme.net/here-are-the-15-best-bralettes-for-summer-you-can-get-for-under-200/)
04:55:46	2566/2566	---M-Z	200	added ('OK')	application/json	date:Tue,%2010%20Nov%202020%2021:55:46%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fthe-driving-forces-powering-mens-fashion-today%2F	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embedb4d3.json	(from https://baloo.az-theme.net/the-driving-forces-powering-mens-fashion-today/)
04:55:48	885/885	---M--	200	added ('OK')	application/rss+xml	etag:%22b2fa13e0151663a0fa65d6c0fdef8d22%22	https://baloo.az-theme.net/the-driving-forces-powering-mens-fashion-today/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/the-driving-forces-powering-mens-fashion-today/feed/index.html	(from https://baloo.az-theme.net/the-driving-forces-powering-mens-fashion-today/)
04:55:49	144859/144859	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202020%2021:53:56%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1213972-unsplash-1200x700.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/raychan-1213972-unsplash-1200x700.jpg	(from https://baloo.az-theme.net/the-driving-forces-powering-mens-fashion-today/)
04:55:49	53589/53589	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/boxed-water-is-better-1463992-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/boxed-water-is-better-1463992-unsplash-570x524.jpg	(from https://baloo.az-theme.net/the-driving-forces-powering-mens-fashion-today/)
04:55:50	53718/53718	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/valerie-elash-1252873-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/valerie-elash-1252873-unsplash-570x524.jpg	(from https://baloo.az-theme.net/the-driving-forces-powering-mens-fashion-today/)
04:55:51	2611/2611	---M-Z	200	added ('OK')	application/json	date:Tue,%2010%20Nov%202020%2021:55:51%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fangelina-jolie-has-found-the-perfect-summer-office-uniform%2F	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embed06dd.json	(from https://baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/)
04:55:52	918/918	---M--	200	added ('OK')	application/rss+xml	etag:%2269444d5a89c77b47002abc5b3e2c5531%22	https://baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/feed/index.html	(from https://baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/)
04:55:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:55:52%20GMT	https://baloo.az-theme.net/?p=79	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index6ffe.html	(from https://baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/)
04:55:53	2746/2746	---M-Z	200	added ('OK')	text/xml	date:Tue,%2010%20Nov%202020%2021:55:53%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fangelina-jolie-has-found-the-perfect-summer-office-uniform%2F&format=xml	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embedac12	(from https://baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/)
04:55:53	106877/106877	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202020%2021:53:56%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/paige-cody-1276949-unsplash-1200x700.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/paige-cody-1276949-unsplash-1200x700.jpg	(from https://baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/)
04:55:54	41972/41972	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/magda-fou-421485-unsplash-570x524.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/magda-fou-421485-unsplash-570x524.jpg	(from https://baloo.az-theme.net/angelina-jolie-has-found-the-perfect-summer-office-uniform/)
04:55:56	127344/127344	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/magda-fou-421485-unsplash.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/magda-fou-421485-unsplash.jpg	(from https://baloo.az-theme.net/category/lifestyle/)
04:55:56	68916/68916	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/plush-design-studio-747795-unsplash.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/plush-design-studio-747795-unsplash.jpg	(from https://baloo.az-theme.net/category/lifestyle/)
04:55:57	57741/57741	---MC-	200	added ('OK')	application/rss+xml	etag:%22849a1593a4a97c2a84b690f823771f68%22	https://baloo.az-theme.net/category/lifestyle/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/category/lifestyle/feed/index.html	(from https://baloo.az-theme.net/category/lifestyle/)
04:55:57	108071/108071	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/arnel-hasanovic-375269-unsplash.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/arnel-hasanovic-375269-unsplash.jpg	(from https://baloo.az-theme.net/category/lifestyle/)
04:55:59	100300/100300	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/heidi-sandstrom-259886-unsplash.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/heidi-sandstrom-259886-unsplash.jpg	(from https://baloo.az-theme.net/category/lifestyle/)
04:56:00	152746/152746	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20May%202019%2008:17:19%20GMT	https://baloo.az-theme.net/wp-content/uploads/2019/05/ishan-seefromthesky-1113275-unsplash.jpg	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-content/uploads/2019/05/ishan-seefromthesky-1113275-unsplash.jpg	(from https://baloo.az-theme.net/category/lifestyle/)
04:56:02	48900/48900	---MC-	200	added ('OK')	application/rss+xml	etag:%22849a1593a4a97c2a84b690f823771f68%22	https://baloo.az-theme.net/category/travel/feed/	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/category/travel/feed/index.html	(from https://baloo.az-theme.net/category/travel/)
04:56:03	2324/2324	---M-Z	200	added ('OK')	application/json	date:Tue,%2010%20Nov%202020%2021:56:02%20GMT	https://baloo.az-theme.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaloo.az-theme.net%2Fabout%2F	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/wp-json/oembed/1.0/embed31e4.json	(from https://baloo.az-theme.net/about/)
04:56:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Nov%202020%2021:56:03%20GMT	https://baloo.az-theme.net/?p=126	/home/happyperson/websites/ballo_blog/baloo.az-theme.net/index4ab3.html	(from https://baloo.az-theme.net/about/)
