date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:04:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jun%202020%2012:04:00%20GMT	http://lmpixels.com/demo/leven-html-new/dark/resume.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/resume.0.delayed	(from )
19:04:02	17081/17081	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:14:12%20GMT	https://lmpixels.com/demo/leven-html-new/dark/resume.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/resume.html	(from )
19:04:03	214/214	---MC-	302	error ('Found')	text/html	date:Tue,%2016%20Jun%202020%2012:04:02%20GMT	https://lmpixels.com/robots.txt		(from )
19:04:03	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225e8c6b7a-47e%22	https://lmpixels.com/demo/leven-html-new/dark/favicon.ico	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/favicon.ico	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:04	2478/2478	---MCZ	200	added ('OK')	text/css	etag:W/%225e7b2fd0-2483%22	https://lmpixels.com/demo/leven-html-new/dark/css/normalize.css	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/css/normalize.css	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:07	2912/2912	---MCZ	200	added ('OK')	text/css	etag:W/%22580fd9b6-1010%22	https://lmpixels.com/demo/leven-html-new/dark/css/owl.carousel.css	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/css/owl.carousel.css	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:07	159515/159515	---MCZ	200	added ('OK')	text/css	etag:W/%225ddfcdf0-26f1b%22	https://lmpixels.com/demo/leven-html-new/dark/css/bootstrap.min.css	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/css/bootstrap.min.css	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:07	5810/5810	---MCZ	200	added ('OK')	text/css	etag:W/%2258aacbc8-1e66%22	https://lmpixels.com/demo/leven-html-new/dark/css/magnific-popup.css	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/css/magnific-popup.css	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:09	84884/84884	---MCZ	200	added ('OK')	text/css	etag:W/%225e8f5484-1c3f2%22	https://lmpixels.com/demo/leven-html-new/dark/css/main.css	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/css/main.css	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:10	9358/9358	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b7e0e-257f%22	https://lmpixels.com/demo/leven-html-new/dark/js/modernizr.custom.js	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/js/modernizr.custom.js	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:11	25628/25628	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2008:59:58%20GMT	https://lmpixels.com/demo/leven-html-new/dark/index.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/index.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:12	25162/25162	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:34%20GMT	https://lmpixels.com/demo/leven-html-new/dark/index-2.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/index-2.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:13	15527/15527	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:54%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/portfolio.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:14	15525/15525	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:10%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-2-columns.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/portfolio-2-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:15	15526/15526	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:28%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-4-columns.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/portfolio-4-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:16	15526/15526	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:46%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-5-columns.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/portfolio-5-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:17	13641/13641	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:15:22%20GMT	https://lmpixels.com/demo/leven-html-new/dark/blog.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/blog.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:18	13643/13643	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:08%20GMT	https://lmpixels.com/demo/leven-html-new/dark/blog-3-columns.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/blog-3-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:19	11276/11276	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:16%20GMT	https://lmpixels.com/demo/leven-html-new/dark/contact.html	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/contact.html	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jun%202020%2012:04:19%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	/home/happyperson/websites/leven-portfolio/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.12.delayed	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:20	19247/19247	---M--	200	added ('OK')	image/jpeg	etag:%225dedf95f-4b2f%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	/home/happyperson/websites/leven-portfolio/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
19:04:21	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e48bc-84d%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-7.png	/home/happyperson/websites/leven-portfolio/lmpixels.com/demo/leven-html-new/dark/img/clients/client-7.png	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
